rank,bgg_url,game_id,name,min_players,max_players,avg_time,min_time,max_time,weight,year,age,avg_rating,geek_rating,num_votes,owned,designer
699,https://boardgamegeek.com/boardgame/65532,65532,Defenders of the Realm,1,4,90,90,90,2.7135,2010,13,7.28121,6.77576,5442,6906,Richard Launius
700,https://boardgamegeek.com/boardgame/20963,20963,Fury of Dracula (Second Edition),2,5,180,180,180,2.9529,2005,10,7.09855,6.77571,9238,9789,"Stephen Hand, Kevin Wilson"
701,https://boardgamegeek.com/boardgame/283864,283864,Trails of Tucana,1,8,15,15,15,1.2323,2019,8,7.41106,6.77428,3933,6425,"Eilif Svensson, Kristian Amundsen Østby"
702,https://boardgamegeek.com/boardgame/160495,160495,ZhanGuo,2,4,120,60,120,3.8355,2014,12,7.56731,6.77417,3155,3906,"Marco Canetta, Stefania Niccolini"
703,https://boardgamegeek.com/boardgame/29603,29603,D-Day at Omaha Beach,1,2,480,120,480,3.4673,2009,12,8.28241,6.77383,1791,4260,John H. Butterfield
704,https://boardgamegeek.com/boardgame/283863,283863,The Magnificent,1,4,90,60,90,3.1474,2019,14,7.54653,6.77317,3311,6189,"Eilif Svensson, Kristian Amundsen Østby"
705,https://boardgamegeek.com/boardgame/173064,173064,Leaving Earth,1,5,180,60,180,3.7166,2015,15,7.73934,6.77254,2786,5286,Joseph Fatula
706,https://boardgamegeek.com/boardgame/146278,146278,Tash-Kalar: Arena of Legends,2,4,60,30,60,2.8428,2013,13,7.16231,6.7717,6897,8834,Vlaada Chvátil
707,https://boardgamegeek.com/boardgame/165401,165401,Wir sind das Volk!,2,2,150,60,150,3.734,2014,12,7.80284,6.77114,2429,4465,"Richard Sivél, Peer Sylvester"
708,https://boardgamegeek.com/boardgame/256999,256999,Project: ELITE,1,6,60,60,60,2.3953,2020,14,8.02028,6.77057,2081,4105,"Konstantinos Kokkinis, Marco Portugal, Sotirios Tsantilas"
709,https://boardgamegeek.com/boardgame/168584,168584,Love Letter: Batman,2,4,20,20,20,1.194,2015,10,7.2674,6.76939,5530,9839,Seiji Kanai
710,https://boardgamegeek.com/boardgame/218074,218074,Detective: City of Angels,1,5,150,30,150,2.2931,2019,14,7.9012,6.76849,2260,5838,Evan Derrick
711,https://boardgamegeek.com/boardgame/270970,270970,Century: A New World,2,4,45,30,45,2.1011,2019,8,7.34846,6.76811,4560,10122,Emerson Matsuuchi
712,https://boardgamegeek.com/boardgame/155624,155624,Specter Ops,2,5,120,60,120,2.392,2015,9,7.18696,6.76769,6291,9553,Emerson Matsuuchi
713,https://boardgamegeek.com/boardgame/311988,311988,Frostpunk: The Board Game,1,4,150,120,150,4.3028,2022,16,8.34269,6.76674,1901,5914,Adam Kwapiński
714,https://boardgamegeek.com/boardgame/296237,296237,Warp's Edge,1,1,45,30,45,2.398,2020,10,7.77095,6.76513,2563,6685,Scott Almes
715,https://boardgamegeek.com/boardgame/7717,7717,Carcassonne: The Castle,2,2,30,30,30,1.9835,2003,8,7.10087,6.76548,8133,12365,"Reiner Knizia, Klaus-Jürgen Wrede"
716,https://boardgamegeek.com/boardgame/116998,116998,Thunderstone Advance: Towers of Ruin,1,5,45,45,45,2.7459,2012,12,7.33599,6.76511,4714,6981,"Edward Bolme, Mike Elliott, Mark Wootton"
717,https://boardgamegeek.com/boardgame/156336,156336,Onirim (Second Edition),1,2,15,15,15,1.5808,2014,10,7.04902,6.76479,9898,13615,Shadi Torbey
718,https://boardgamegeek.com/boardgame/298383,298383,Golem,1,4,120,90,120,3.9806,2021,14,7.63623,6.76496,2936,5265,"Flaminia Brasini, Virginio Gigli, Simone Luciani"
719,https://boardgamegeek.com/boardgame/301255,301255,Whistle Mountain,2,4,90,60,90,2.973,2020,14,7.64006,6.76302,2842,4971,"Scott Caputo, Luke Laurie"
720,https://boardgamegeek.com/boardgame/226320,226320,My Little Scythe,1,6,60,45,60,2,2017,8,7.27064,6.76355,5376,12046,"Hoby Chou, Vienna Chou"
721,https://boardgamegeek.com/boardgame/162007,162007,Steampunk Rally,2,8,60,45,60,2.6157,2015,14,7.17036,6.763,6605,9599,Orin Bishop
722,https://boardgamegeek.com/boardgame/214880,214880,City of the Big Shoulders,2,4,180,120,180,4.0132,2019,14,7.79029,6.76286,2479,2472,Raymond Chandler III
723,https://boardgamegeek.com/boardgame/167400,167400,Ashes Reborn: Rise of the Phoenixborn,2,4,120,30,120,2.904,2015,14,7.28604,6.76244,5860,10851,Isaac Vega
724,https://boardgamegeek.com/boardgame/71721,71721,Space Hulk: Death Angel – The Card Game,1,6,60,30,60,2.4175,2010,13,7.00181,6.76163,13151,22897,Corey Konieczka
725,https://boardgamegeek.com/boardgame/232219,232219,Dragon Castle,1,4,45,30,45,1.9706,2017,8,7.1308,6.76153,7357,10805,"Hjalmar Hach, Luca Ricci, Lorenzo Silva"
726,https://boardgamegeek.com/boardgame/281442,281442,Trismegistus: The Ultimate Formula,1,4,120,90,120,4.1604,2019,14,7.60275,6.76149,3243,5452,"Federico Pierlorenzi, Daniele Tascini"
727,https://boardgamegeek.com/boardgame/183840,183840,Oh My Goods!,2,4,30,30,30,2.2975,2015,10,6.99594,6.76032,12087,22579,Alexander Pfister
728,https://boardgamegeek.com/boardgame/72321,72321,The Networks,1,5,90,60,90,2.5868,2016,13,7.16493,6.75964,6263,9760,Gil Hova
729,https://boardgamegeek.com/boardgame/181521,181521,Warhammer Quest: The Adventure Card Game,1,4,60,30,60,2.7368,2015,14,7.31543,6.75936,5369,10340,"Justin Kemppainen, Adam Sadler, Brady Sadler"
730,https://boardgamegeek.com/boardgame/143741,143741,BANG! The Dice Game,3,8,15,15,15,1.2798,2013,8,6.90702,6.75934,23363,37207,"Michael Palm, Lukas Zach"
731,https://boardgamegeek.com/boardgame/15364,15364,Vegas Showdown,3,5,75,75,75,2.3555,2005,12,7.15845,6.75872,6290,7598,Henry Stern
732,https://boardgamegeek.com/boardgame/273330,273330,Bloodborne: The Board Game,1,4,75,45,75,3.0183,2021,14,7.84849,6.75777,2964,6844,"Eric M. Lang, Michael Shinall"
733,https://boardgamegeek.com/boardgame/73761,73761,K2,1,5,60,60,60,2.2539,2010,8,7.02072,6.75651,10259,10926,Adam Kałuża
734,https://boardgamegeek.com/boardgame/249381,249381,The Estates,2,5,60,40,60,2.322,2018,10,7.42773,6.75609,3615,4588,Klaus Zoch
735,https://boardgamegeek.com/boardgame/204472,204472,Sub Terra,1,6,60,60,60,2.1509,2017,10,7.38633,6.75523,4719,7756,Tim Pinder
736,https://boardgamegeek.com/boardgame/9823,9823,Advanced Squad Leader: Starter Kit #1,2,2,120,120,120,3.7678,2004,13,7.8474,6.75418,2601,5747,Ken Dunn
737,https://boardgamegeek.com/boardgame/242574,242574,Century: Eastern Wonders,2,4,45,30,45,2.0985,2018,8,7.13876,6.75412,7049,13755,Emerson Matsuuchi
738,https://boardgamegeek.com/boardgame/346965,346965,Azul: Queen's Garden,2,4,60,45,60,2.9783,2021,10,7.52299,6.754,3448,7844,Michael Kiesling
739,https://boardgamegeek.com/boardgame/3307,3307,Wallenstein,3,5,150,150,150,3.308,2002,12,7.46165,6.75152,3603,2948,Dirk Henn
740,https://boardgamegeek.com/boardgame/22345,22345,Yspahan,2,4,60,45,60,2.3697,2006,8,7.06799,6.75097,8043,7769,Sébastien Pauchon
741,https://boardgamegeek.com/boardgame/241724,241724,Villagers,1,5,60,30,60,2.1883,2019,10,7.17782,6.74945,6747,13330,Haakon Gaarder
742,https://boardgamegeek.com/boardgame/483,483,Diplomacy,2,7,360,360,360,3.3391,1959,12,7.0371,6.74811,12999,22487,Allan B. Calhamer
743,https://boardgamegeek.com/boardgame/55600,55600,Shipyard,2,4,120,120,120,3.5034,2009,11,7.35632,6.74739,3986,4689,Vladimír Suchý
744,https://boardgamegeek.com/boardgame/328866,328866,My Father's Work,2,4,180,180,180,3.1413,2022,14,7.95402,6.74441,2201,5486,T. C. Petty III
745,https://boardgamegeek.com/boardgame/20100,20100,Wits & Wagers,3,7,25,25,25,1.21,2005,10,6.92604,6.74649,14810,20388,Dominic Crapuchettes
746,https://boardgamegeek.com/boardgame/31563,31563,Middle-Earth Quest,2,4,180,180,180,3.5472,2009,13,7.38595,6.74596,4150,6507,"Corey Konieczka, Christian T. Petersen, Tim Uren"
747,https://boardgamegeek.com/boardgame/143515,143515,Coal Baron,2,4,75,60,75,2.5516,2013,10,7.28588,6.74571,4708,5473,"Michael Kiesling, Wolfgang Kramer"
748,https://boardgamegeek.com/boardgame/168435,168435,Between Two Cities,1,7,25,25,25,1.8134,2015,14,6.98812,6.74573,10827,13470,"Matthew O'Malley, Ben Rosset"
749,https://boardgamegeek.com/boardgame/349067,349067,The Lord of the Rings: The Card Game – Revised Core Set,1,4,90,30,90,3.4559,2022,14,8.52423,6.74505,1577,4193,Nate French
750,https://boardgamegeek.com/boardgame/280480,280480,Crystal Palace,2,5,150,90,150,3.8101,2019,14,7.53642,6.74439,3126,5029,Carsten Lauber
751,https://boardgamegeek.com/boardgame/256382,256382,Disney Villainous,2,6,50,50,50,2.4883,2018,10,6.99022,6.74408,17851,40489,Prospero Hall
752,https://boardgamegeek.com/boardgame/279613,279613,Unlock!: Timeless Adventures,1,6,90,60,90,2.0588,2019,10,7.80025,6.74342,2271,4965,"Aristide Bruyant, Cyril Demaegd, Guillaume Montiage, Yohan Servais"
753,https://boardgamegeek.com/boardgame/214887,214887,CO₂: Second Chance,1,4,120,60,120,4.0609,2018,12,7.55943,6.74337,3154,6773,Vital Lacerda
754,https://boardgamegeek.com/boardgame/300877,300877,New York Zoo,1,5,60,30,60,1.963,2020,10,7.14204,6.74258,6486,13188,Uwe Rosenberg
755,https://boardgamegeek.com/boardgame/68425,68425,Eminent Domain,2,4,45,45,45,2.5055,2011,10,6.99165,6.74142,10300,13449,Seth Jaffee
756,https://boardgamegeek.com/boardgame/321608,321608,Hegemony: Lead Your Class to Victory,2,4,180,90,180,4.0526,2023,14,8.57744,6.74066,1477,3676,"Vangelis Bagiartakis, Varnavas Timotheou"
757,https://boardgamegeek.com/boardgame/180593,180593,The Bloody Inn,1,4,60,30,60,2.3643,2015,14,7.05489,6.74032,8654,13126,Nicolas Robert
758,https://boardgamegeek.com/boardgame/255692,255692,New Frontiers,2,5,75,45,75,2.9278,2018,14,7.44058,6.73986,3483,4384,Thomas Lehmann
759,https://boardgamegeek.com/boardgame/202670,202670,Ticket to Ride: Rails & Sails,2,5,120,60,120,2.5119,2016,10,7.42312,6.73837,4149,9542,Alan R. Moon
760,https://boardgamegeek.com/boardgame/173442,173442,Empires: Age of Discovery,2,6,150,50,150,3.3333,2015,10,7.84944,6.73664,2185,3118,Glenn Drover
761,https://boardgamegeek.com/boardgame/244228,244228,Reef,2,4,45,30,45,1.8148,2018,8,7.02544,6.73598,9017,13128,Emerson Matsuuchi
762,https://boardgamegeek.com/boardgame/21882,21882,Blue Moon City,2,4,50,30,50,2.2914,2006,14,7.04118,6.736,8401,9577,Reiner Knizia
763,https://boardgamegeek.com/boardgame/220517,220517,The Shipwreck Arcana,2,5,30,10,30,2.1562,2017,12,7.47291,6.73506,3315,5203,Kevin Bishop
764,https://boardgamegeek.com/boardgame/11825,11825,Empire of the Sun,1,2,360,360,360,4.3454,2005,12,8.26809,6.73446,1841,5901,Mark Herman
765,https://boardgamegeek.com/boardgame/201825,201825,Ex Libris,1,4,45,45,45,2.5522,2017,10,7.1513,6.73372,6251,9916,Adam P. McIver
766,https://boardgamegeek.com/boardgame/220520,220520,Caverna: Cave vs Cave,1,2,40,20,40,2.5543,2017,10,7.12042,6.73128,6419,12899,Uwe Rosenberg
767,https://boardgamegeek.com/boardgame/47185,47185,Warhammer: Invasion,2,2,45,45,45,2.7336,2009,13,7.2332,6.73109,5963,7982,Eric M. Lang
768,https://boardgamegeek.com/boardgame/218333,218333,Rhino Hero: Super Battle,2,4,20,10,20,1.1096,2017,5,7.2464,6.73105,4922,9321,"Scott Frisco, Steven Strumpf"
769,https://boardgamegeek.com/boardgame/192457,192457,Cry Havoc,2,4,120,60,120,3.2764,2016,10,7.14134,6.73063,6690,10594,"Grant Rodiek, Michał Oracz, Michał Walczak"
770,https://boardgamegeek.com/boardgame/200147,200147,Kanagawa,2,4,45,45,45,2.0051,2016,10,7.0446,6.73043,8580,13364,"Bruno Cathala, Charles Chevallier"
771,https://boardgamegeek.com/boardgame/156943,156943,Saint Petersburg (Second Edition),2,5,60,60,60,2.661,2014,13,7.46826,6.729,3277,3973,"Bernd Brunnhofer, Karl-Heinz Schmiel"
772,https://boardgamegeek.com/boardgame/43528,43528,World Without End,2,4,120,90,120,2.8157,2009,12,7.23934,6.7275,4942,7602,"Michael Rieneck, Stefan Stadler"
773,https://boardgamegeek.com/boardgame/284777,284777,Unmatched: Jurassic Park – InGen vs Raptors,2,2,40,20,40,1.9565,2020,14,8.13589,6.72773,1851,5599,"Rob Daviau, Justin D. Jacobson"
774,https://boardgamegeek.com/boardgame/41,41,Can't Stop,2,4,30,30,30,1.1512,1980,9,6.88629,6.72633,16873,15628,Sid Sackson
775,https://boardgamegeek.com/boardgame/2163,2163,Space Hulk,2,2,45,45,45,2.5,1989,12,7.476,6.72607,3814,4077,Richard Halliwell
776,https://boardgamegeek.com/boardgame/162286,162286,Super Motherload,2,4,75,60,75,2.2812,2015,13,7.3538,6.7259,3888,5140,"Gavan Brown, Matt Tolman"
777,https://boardgamegeek.com/boardgame/326494,326494,The Adventures of Robin Hood,2,4,60,60,60,1.8319,2021,10,7.56866,6.7248,3040,7945,Michael Menzel
778,https://boardgamegeek.com/boardgame/169654,169654,Deep Sea Adventure,2,6,30,30,30,1.1818,2014,8,6.9231,6.72469,14896,24165,"Jun Sasaki, Goro Sasaki"
779,https://boardgamegeek.com/boardgame/179803,179803,Arcadia Quest: Inferno,2,4,120,60,120,2.44,2017,13,7.90397,6.72378,2285,7154,"Thiago Aranha, Guilherme Goulart, Eric M. Lang, Fred Perret"
780,https://boardgamegeek.com/boardgame/2453,2453,Blokus,2,4,20,20,20,1.7506,2000,7,6.8601,6.72308,26115,36678,Bernard Tavitian
781,https://boardgamegeek.com/boardgame/158435,158435,Dogs of War,3,5,75,75,75,2.6574,2014,14,7.51688,6.72293,3106,4193,Paolo Mori
782,https://boardgamegeek.com/boardgame/586,586,Up Front,2,2,60,60,60,3.4126,1983,12,7.88308,6.72327,2247,3882,Courtney F. Allen
783,https://boardgamegeek.com/boardgame/244608,244608,Menara,1,4,60,10,60,1.6379,2018,8,7.45204,6.72197,3336,5859,Oliver Richtberg
784,https://boardgamegeek.com/boardgame/170416,170416,Vast: The Crystal Caverns,1,5,75,75,75,3.6385,2016,10,7.12987,6.72055,6732,12921,"Patrick Leder, David Somerville"
785,https://boardgamegeek.com/boardgame/256570,256570,Crown of Emara,1,4,75,45,75,3.0641,2018,12,7.4166,6.72065,3492,5423,Benjamin Schwer
786,https://boardgamegeek.com/boardgame/40628,40628,Finca,2,4,45,45,45,2.0745,2009,10,7.06604,6.72009,7268,6871,"Wolfgang Sentker, Ralf zur Linde"
787,https://boardgamegeek.com/boardgame/36235,36235,The Duke,2,2,30,30,30,2.4846,2013,13,7.33711,6.71997,4104,6597,"Jeremy Holcomb, Stephen McLaughlin"
788,https://boardgamegeek.com/boardgame/230244,230244,Black Angel,1,4,120,60,120,3.8404,2019,12,7.28,6.71932,4476,8332,"Sébastien Dujardin, Xavier Georges, Alain Orban"
789,https://boardgamegeek.com/boardgame/328479,328479,Living Forest,1,4,40,40,40,2.2069,2021,10,7.29608,6.71775,4472,7114,Aske Christiansen
790,https://boardgamegeek.com/boardgame/204516,204516,878 Vikings: Invasions of England,2,4,120,60,120,2.6053,2017,12,7.50828,6.71745,3223,5986,"Beau Beckett, Dave Kimmel, Jeph Stahl"
791,https://boardgamegeek.com/boardgame/137988,137988,Zombicide Season 2: Prison Outbreak,1,6,60,60,60,2.669,2013,13,7.36054,6.71715,4653,11557,"Raphaël Guiton, Jean-Baptiste Lullien, Nicolas Raoult"
792,https://boardgamegeek.com/boardgame/203417,203417,Exit: The Game – The Secret Lab,1,6,150,45,150,2.5385,2016,12,7.07337,6.716,6713,11339,"Inka Brand, Markus Brand"
793,https://boardgamegeek.com/boardgame/237179,237179,Weather Machine,2,4,150,60,150,4.5679,2022,14,7.89579,6.71566,2242,6013,Vital Lacerda
794,https://boardgamegeek.com/boardgame/251678,251678,Railroad Ink: Blazing Red Edition,1,6,30,20,30,1.4646,2018,8,7.10901,6.71588,6431,12645,"Hjalmar Hach, Lorenzo Silva"
795,https://boardgamegeek.com/boardgame/306881,306881,Railroad Ink Challenge: Lush Green Edition,1,4,30,15,30,2.1136,2021,8,7.68748,6.71478,2447,7409,"Hjalmar Hach, Lorenzo Silva"
796,https://boardgamegeek.com/boardgame/45,45,Perudo,2,6,30,15,30,1.2584,1800,8,6.90502,6.71187,14416,19124,Richard Borg
797,https://boardgamegeek.com/boardgame/171273,171273,FUSE,1,5,10,10,10,1.6564,2015,10,7.01508,6.71094,8399,12573,Kane Klenko
798,https://boardgamegeek.com/boardgame/198830,198830,"Heroes of Land, Air & Sea",1,4,180,120,180,3.3093,2018,14,7.61031,6.71101,2946,5454,Scott Almes
799,https://boardgamegeek.com/boardgame/307305,307305,Bullet♥︎,1,4,20,10,20,2.0952,2021,13,7.68534,6.71051,2558,4438,Joshua Van Laningham
800,https://boardgamegeek.com/boardgame/51,51,Ricochet Robots,1,99,30,30,30,2.387,1999,10,7.02084,6.70958,8832,9359,Alex Randolph
801,https://boardgamegeek.com/boardgame/131287,131287,Panamax,2,4,120,90,120,3.7388,2014,12,7.30392,6.7088,3941,5275,"Gil d'Orey, Nuno Bizarro Sentieiro, Paulo Soledade"
802,https://boardgamegeek.com/boardgame/160499,160499,King of New York,2,6,40,40,40,1.8571,2014,10,6.89852,6.70819,16025,24878,Richard Garfield
803,https://boardgamegeek.com/boardgame/218121,218121,Dice Hospital,1,4,90,45,90,2.3231,2018,10,7.14395,6.70734,5784,9006,"Stan Kordonskiy, Mike Nudd"
804,https://boardgamegeek.com/boardgame/276498,276498,Paris: La Cité de la Lumière,2,2,30,30,30,2.0459,2019,8,7.33607,6.70604,4088,8832,Jose Antonio Abascal Acebo
805,https://boardgamegeek.com/boardgame/26997,26997,1989: Dawn of Freedom,2,2,150,150,150,3.2865,2012,12,7.77897,6.70536,2253,4408,"Jason Matthews, Ted Torgerson"
806,https://boardgamegeek.com/boardgame/91872,91872,Dungeons & Dragons: The Legend of Drizzt Board Game,1,5,60,60,60,2.5878,2011,12,7.21849,6.70524,6233,13355,Peter Lee
807,https://boardgamegeek.com/boardgame/181687,181687,The Pursuit of Happiness,1,4,90,60,90,2.5,2015,12,7.17532,6.70478,5114,8229,"Adrian Abela, David Chircop"
808,https://boardgamegeek.com/boardgame/110277,110277,Among the Stars,2,4,30,30,30,2.237,2012,12,7.04051,6.70472,7119,9562,Vangelis Bagiartakis
809,https://boardgamegeek.com/boardgame/179172,179172,Unfair,2,5,125,50,125,2.7345,2017,14,7.32776,6.70433,4660,8287,Joel Finch
810,https://boardgamegeek.com/boardgame/252153,252153,Tang Garden,1,4,60,40,60,2.6055,2019,14,7.402,6.70342,3753,8207,"Francesco Testini, Pierluca Zizzi"
811,https://boardgamegeek.com/boardgame/1035,1035,Squad Leader,2,2,60,60,60,4.0336,1977,14,7.54375,6.70248,3376,6505,John Hill (I)
812,https://boardgamegeek.com/boardgame/217780,217780,Gentes,1,4,90,90,90,3.1515,2017,12,7.41855,6.70209,3298,4920,Stefan Risthaus
813,https://boardgamegeek.com/boardgame/348450,348450,Lacrimosa,1,4,90,90,90,3.1462,2022,14,7.82857,6.70299,2152,3838,"Gerard Ascensi, Ferran Renalias"
814,https://boardgamegeek.com/boardgame/12002,12002,Jambo,2,2,45,45,45,2.0713,2004,12,6.99493,6.70052,8242,10264,Rüdiger Dorn
815,https://boardgamegeek.com/boardgame/161417,161417,Red7,2,4,30,5,30,1.6916,2014,9,6.87812,6.69987,15210,22379,"Carl Chudyk, Chris Cieslik"
816,https://boardgamegeek.com/boardgame/337765,337765,Brian Boru: High King of Ireland,3,5,90,60,90,2.4568,2021,14,7.56416,6.69921,2723,3930,Peer Sylvester
817,https://boardgamegeek.com/boardgame/218479,218479,Cerebria: The Inside World,1,4,120,60,120,4.3469,2018,14,7.77769,6.69913,2440,4863,"Richard Amann, Viktor Peter, István Pócsi, Frigyes Schőberl"
818,https://boardgamegeek.com/boardgame/346703,346703,7 Wonders: Architects,2,7,25,25,25,1.3385,2021,8,7.04608,6.69788,7674,10532,Antoine Bauza
819,https://boardgamegeek.com/boardgame/191051,191051,Outlive,2,4,110,40,110,3.0067,2017,14,7.30635,6.69774,4383,7524,Grégory Oliver
820,https://boardgamegeek.com/boardgame/197443,197443,Fugitive,2,2,20,5,20,1.6667,2017,10,7.1704,6.69651,5026,9521,Tim Fowers
821,https://boardgamegeek.com/boardgame/156566,156566,Lords of Xidit,3,5,90,90,90,2.648,2014,14,7.09401,6.69612,6042,9199,Régis Bonnessée
822,https://boardgamegeek.com/boardgame/194879,194879,Not Alone,2,7,45,30,45,1.9851,2016,10,6.97923,6.69519,10196,15250,Ghislain Masson
823,https://boardgamegeek.com/boardgame/30957,30957,Tribune: Primus Inter Pares,2,5,120,60,120,2.8735,2007,12,7.21723,6.6948,4603,4901,Karl-Heinz Schmiel
824,https://boardgamegeek.com/boardgame/15512,15512,Incan Gold,3,8,30,30,30,1.1107,2005,8,6.82901,6.69472,20124,25498,"Bruno Faidutti, Alan R. Moon"
825,https://boardgamegeek.com/boardgame/79127,79127,Star Trek: Fleet Captains,2,4,120,90,120,3.0598,2011,14,7.47538,6.69354,3292,5190,"Mike Elliott, Bryan Kinsella, Ethan Pasternack"
826,https://boardgamegeek.com/boardgame/238799,238799,Messina 1347,1,4,140,60,140,3.5755,2021,14,7.65127,6.69156,2481,4595,"Raúl Fernández Aparicio, Vladimír Suchý"
827,https://boardgamegeek.com/boardgame/117915,117915,Yedo,2,5,180,120,180,3.3417,2012,14,7.3644,6.69168,3748,4524,"Thomas Vande Ginste, Wolf Plancke"
828,https://boardgamegeek.com/boardgame/30645,30645,Tammany Hall,3,5,90,90,90,2.7783,2007,12,7.28459,6.6912,4054,5698,Doug Eckhart
829,https://boardgamegeek.com/boardgame/175117,175117,Celestia,2,6,30,30,30,1.3294,2015,8,6.94608,6.6896,10646,14234,Aaron Weissblum
830,https://boardgamegeek.com/boardgame/179275,179275,One Deck Dungeon,1,2,45,30,45,2.0679,2016,14,6.97109,6.68966,10640,21877,Chris Cieslik
831,https://boardgamegeek.com/boardgame/41002,41002,Vasco da Gama,2,4,120,60,120,3.2395,2009,12,7.21805,6.68894,4485,5076,Paolo Mori
832,https://boardgamegeek.com/boardgame/176165,176165,Dale of Merchants,2,4,30,30,30,2.0789,2015,10,7.17897,6.68936,5234,8666,Sami Laakso
833,https://boardgamegeek.com/boardgame/38996,38996,Washington's War,2,2,90,90,90,2.8697,2010,0,7.61611,6.68808,2542,4647,Mark Herman
