rank,bgg_url,game_id,name,min_players,max_players,avg_time,min_time,max_time,weight,year,age,avg_rating,geek_rating,num_votes,owned,designer
1627,https://boardgamegeek.com/boardgame/284584,284584,Troyes Dice,1,10,30,20,30,2.3051,2020,12,7.05518,6.29327,2067,3895,"Sébastien Dujardin, Xavier Georges, Alain Orban"
1628,https://boardgamegeek.com/boardgame/10093,10093,Axis & Allies,2,5,240,240,240,3.2203,2004,12,6.69068,6.29352,6026,7909,"Larry Harris, Jr., Mike Selinker"
1629,https://boardgamegeek.com/boardgame/221769,221769,Bios: Megafauna (Second Edition),1,4,180,90,180,4.5149,2017,12,7.63742,6.29272,1232,4036,"Andrew Doull, Phil Eklund, Jon Manker"
1630,https://boardgamegeek.com/boardgame/310632,310632,Dice Miner,1,4,30,20,30,1.6562,2021,10,7.29512,6.29284,1641,3200,"Joshua DeBonis, Nikola Risteski"
1631,https://boardgamegeek.com/boardgame/24773,24773,On the Underground,2,5,60,60,60,2.441,2006,7,6.90519,6.29181,2503,2101,Sebastian Bleasdale
1632,https://boardgamegeek.com/boardgame/1544,1544,Beyond Balderdash,2,6,45,45,45,1.476,1993,10,6.81872,6.29115,3196,5022,"Laura Robinson, Paul Toyne"
1633,https://boardgamegeek.com/boardgame/55697,55697,Power Struggle,3,5,105,105,105,3.3645,2009,12,6.97637,6.29164,2268,3316,"Bauldric & Friends, Maximilian Maria Thiel"
1634,https://boardgamegeek.com/boardgame/270109,270109,Iwari,2,5,45,45,45,2.1364,2020,14,7.14253,6.29119,1870,2263,Michael Schacht
1635,https://boardgamegeek.com/boardgame/267813,267813,Adventure Games: The Dungeon,1,4,75,75,75,1.7119,2019,12,6.96661,6.29136,2365,5308,"Matthew Dunstan, Phil Walker-Harding"
1636,https://boardgamegeek.com/boardgame/220133,220133,Endangered,1,5,90,60,90,2.5405,2020,10,7.54911,6.2905,1274,2777,Joe Hopkins
1637,https://boardgamegeek.com/boardgame/34297,34297,The Climbers,2,5,45,45,45,1.8091,2008,8,6.78614,6.2906,3139,4151,Holger Lanz
1638,https://boardgamegeek.com/boardgame/3800,3800,Himalaya,3,4,60,60,60,2.5714,2002,8,6.99645,6.29059,2187,2213,Régis Bonnessée
1639,https://boardgamegeek.com/boardgame/149951,149951,Warfighter: The Tactical Special Forces Card Game,1,6,180,30,180,2.7228,2014,0,7.69637,6.29031,1301,2718,Dan Verssen
1640,https://boardgamegeek.com/boardgame/222542,222542,Otys,2,4,60,60,60,2.8929,2017,14,6.97381,6.28978,2336,4381,Claude Lucchini
1641,https://boardgamegeek.com/boardgame/178054,178054,A Study in Emerald (Second Edition),2,5,60,60,60,2.9444,2015,13,6.89605,6.28964,2615,4469,Martin Wallace
1642,https://boardgamegeek.com/boardgame/99975,99975,Timeline: Discoveries,2,8,15,15,15,1.1667,2011,8,6.7136,6.28952,3885,7534,Frédéric Henry
1643,https://boardgamegeek.com/boardgame/30658,30658,Rise of Empires,2,5,180,180,180,3.5467,2009,12,7.0308,6.28924,2080,3043,Martin Wallace
1644,https://boardgamegeek.com/boardgame/283619,283619,Century: Golem Edition – Eastern Mountains,2,4,45,30,45,2.25,2019,10,7.38301,6.28918,1451,4589,Emerson Matsuuchi
1645,https://boardgamegeek.com/boardgame/494,494,Ave Caesar,2,6,30,30,30,1.3581,1989,12,6.63271,6.28903,4676,4618,Wolfgang Riedesser
1646,https://boardgamegeek.com/boardgame/61487,61487,Unconditional Surrender! World War 2 in Europe,2,3,3000,60,3000,3.75,2014,14,8.11639,6.28895,969,2621,Salvatore Vasta
1647,https://boardgamegeek.com/boardgame/253759,253759,Paint the Roses,2,5,70,50,70,2.4571,2022,11,7.30633,6.28905,1677,3226,Ben Goldman
1648,https://boardgamegeek.com/boardgame/38545,38545,Kamisado,2,2,20,20,20,2.4077,2008,10,6.93699,6.2883,2483,3401,Peter Burley
1649,https://boardgamegeek.com/boardgame/225167,225167,Human Punishment: Social Deduction 2.0,4,16,90,15,90,2.6,2018,10,7.60671,6.2881,1736,3293,Stefan Godot
1650,https://boardgamegeek.com/boardgame/235014,235014,Sorcerer City,1,6,60,45,60,2.2069,2020,14,7.43055,6.2861,1417,2928,Scott Caputo
1651,https://boardgamegeek.com/boardgame/123607,123607,Puzzle Strike: Third Edition,2,4,20,20,20,2.7019,2012,10,7.18401,6.28595,1829,2300,David Sirlin
1652,https://boardgamegeek.com/boardgame/330608,330608,Cryo,2,4,90,60,90,2.7368,2021,13,7.31247,6.28663,1543,2870,"Tom Jolly, Luke Laurie"
1653,https://boardgamegeek.com/boardgame/1499,1499,World in Flames,2,7,6000,120,6000,4.6401,1985,12,7.62171,6.28511,1423,2835,"Greg Pinder, Harry Rowland"
1654,https://boardgamegeek.com/boardgame/264647,264647,Age of Civilization,1,4,60,30,60,2.2917,2019,10,7.05724,6.28486,2197,4791,Jeffrey CCH
1655,https://boardgamegeek.com/boardgame/157917,157917,The Lord of the Ice Garden,1,4,90,90,90,4.075,2014,14,7.63147,6.2843,1256,2273,Krzysztof Wolicki
1656,https://boardgamegeek.com/boardgame/297486,297486,Ride the Rails,3,5,60,45,60,2.2059,2020,12,7.19559,6.28364,1669,3370,John Bohrer
1657,https://boardgamegeek.com/boardgame/226501,226501,Dragonfire,2,6,90,60,90,3.2299,2017,13,7.11904,6.28339,2439,5480,"Randall N. Bills, Dylan Birtolo, Loren Coleman, Talon Coleman, Mike Elliott, Rob Heinsoo, Jim Lin, Gregory Marques, Sean McCarthy, Jay Schneider, Rob Watkins (Board Game) (I)"
1658,https://boardgamegeek.com/boardgame/286537,286537,Burgle Bros 2: The Casino Capers,1,4,70,45,70,2.5143,2021,10,7.39356,6.2828,1420,4857,"Tim Fowers, Jeff Krause"
1659,https://boardgamegeek.com/boardgame/232361,232361,After The Virus,1,3,90,30,90,2.3621,2017,10,7.27808,6.28336,1735,3329,Jacob Fryxelius
1660,https://boardgamegeek.com/boardgame/266966,266966,Dice Throne: Season Two – Gunslinger v. Samurai,2,2,40,20,40,2.1176,2018,8,7.57009,6.28305,1253,3684,"Nate Chatellier, Manny Trembley"
1661,https://boardgamegeek.com/boardgame/98,98,Axis & Allies,2,5,180,180,180,3.0398,1981,12,6.56787,6.28165,10911,15656,"Larry Harris, Jr."
1662,https://boardgamegeek.com/boardgame/8098,8098,Jungle Speed,2,10,10,10,10,1.1338,1997,7,6.48017,6.28177,12849,20528,"Thomas Vuarchex, Pierrick Yakovenko"
1663,https://boardgamegeek.com/boardgame/288513,288513,Tranquility,1,5,20,15,20,1.3529,2020,8,7.01331,6.28195,2231,4053,James Emmerson
1664,https://boardgamegeek.com/boardgame/168609,168609,"Artifacts, Inc.",2,4,60,60,60,2.1667,2014,13,6.75288,6.28109,3254,5302,Ryan Laukat
1665,https://boardgamegeek.com/boardgame/336929,336929,Land vs Sea,2,4,40,40,40,1.7143,2021,14,7.20522,6.28082,1691,4056,Jon-Paul Jacques
1666,https://boardgamegeek.com/boardgame/260300,260300,Dungeon Mayhem,2,4,10,10,10,1.1111,2018,8,6.93267,6.28035,3058,8076,"Jordan Comar, Roscoe Wetlaufer"
1667,https://boardgamegeek.com/boardgame/26457,26457,Successors (Third Edition),2,4,300,90,300,3.3129,2008,12,7.53549,6.28079,1246,1628,"Richard H. Berg, John B. Firer, Mark Simonitch"
1668,https://boardgamegeek.com/boardgame/165948,165948,Mangrovia,2,5,75,75,75,2.439,2014,10,7.1665,6.2807,1713,2222,Eilif Svensson
1669,https://boardgamegeek.com/boardgame/230303,230303,Unlock!: Mystery Adventures – The House on the Hill,1,6,60,60,60,1.8077,2017,10,6.99637,6.28028,2075,3566,Fabrice Mazza
1670,https://boardgamegeek.com/boardgame/318472,318472,Blood Bowl: Second Season Edition,2,2,180,60,180,3.7419,2020,12,8.54068,6.27937,721,1880,
1671,https://boardgamegeek.com/boardgame/88827,88827,Battle Cry: 150th Civil War Anniversary Edition,2,2,45,45,45,2.0707,2010,12,7.64355,6.27919,1213,2261,Richard Borg
1672,https://boardgamegeek.com/boardgame/208895,208895,New York Slice,2,6,30,30,30,1.4444,2017,8,6.70772,6.27949,3658,5530,Jeffrey D. Allers
1673,https://boardgamegeek.com/boardgame/218804,218804,Imaginarium,2,5,90,90,90,2.9265,2018,14,7.15766,6.27925,1901,3424,"Bruno Cathala, Florian Sirieix"
1674,https://boardgamegeek.com/boardgame/73369,73369,51st State,2,4,90,40,90,3.1102,2010,10,6.81126,6.27923,2955,3726,Ignacy Trzewiczek
1675,https://boardgamegeek.com/boardgame/235555,235555,Bios: Origins (Second Edition),1,4,240,120,240,4.1635,2019,14,7.83807,6.27957,1020,3190,"Phil Eklund, Jon Manker"
1676,https://boardgamegeek.com/boardgame/147253,147253,The Ancient World,2,4,90,90,90,2.7248,2014,13,6.9924,6.27863,2181,3265,Ryan Laukat
1677,https://boardgamegeek.com/boardgame/252446,252446,Key Flow,2,6,75,45,75,2.8788,2018,14,7.35294,6.27889,1359,2709,"Sebastian Bleasdale, Richard Breese, Ian Vincent"
1678,https://boardgamegeek.com/boardgame/701,701,A House Divided: War Between the States 1861-65,2,2,240,240,240,2.6316,1981,12,7.0774,6.27821,1999,4120,"Frank Chadwick, Alan Emrich"
1679,https://boardgamegeek.com/boardgame/302260,302260,Abandon All Artichokes,2,4,20,20,20,1.3069,2020,10,6.65348,6.278,4296,7098,Emma Larkins
1680,https://boardgamegeek.com/boardgame/195571,195571,Legendary Encounters: A Firefly Deck Building Game,1,5,90,45,90,2.5758,2016,14,7.09421,6.27784,1924,4628,"Ben Cichoski, Daniel Mandel"
1681,https://boardgamegeek.com/boardgame/96007,96007,The New Era,2,5,60,60,60,3.4602,2011,10,7.4878,6.27737,1299,1678,Ignacy Trzewiczek
1682,https://boardgamegeek.com/boardgame/205046,205046,Capital Lux,2,4,30,30,30,1.9667,2016,10,6.99872,6.27708,2124,2877,"Eilif Svensson, Kristian Amundsen Østby"
1683,https://boardgamegeek.com/boardgame/6351,6351,Gulo Gulo,2,6,20,15,20,1.0813,2003,5,6.82942,6.27697,2804,2882,"Jürgen P. Grunau, Wolfgang Kramer, Hans Raggan"
1684,https://boardgamegeek.com/boardgame/280453,280453,Masters of Renaissance: Lorenzo il Magnifico – The Card Game,1,4,45,30,45,2.0877,2019,14,7.18798,6.27653,1714,2905,"Simone Luciani, Nestore Mangone"
1685,https://boardgamegeek.com/boardgame/158900,158900,Samurai Spirit,1,7,30,30,30,2.1302,2014,9,6.61343,6.27661,4804,8179,Antoine Bauza
1686,https://boardgamegeek.com/boardgame/3565,3565,Mordheim: City of the Damned,2,6,60,60,60,3.0942,1999,10,7.32554,6.2759,1684,2064,"Alessio Cavatore, Tuomas Pirinen, Rick Priestley"
1687,https://boardgamegeek.com/boardgame/206940,206940,Carcassonne: Amazonas,2,5,35,35,35,1.9318,2016,8,7.0519,6.27518,2011,4321,Klaus-Jürgen Wrede
1688,https://boardgamegeek.com/boardgame/223215,223215,Flip Ships,1,4,45,30,45,1.3438,2017,8,7.01283,6.27374,2038,3727,Kane Klenko
1689,https://boardgamegeek.com/boardgame/8129,8129,Sluff Off!,2,4,30,30,30,1.8551,2003,10,6.87763,6.27484,2522,4255,Stefan Dorra
1690,https://boardgamegeek.com/boardgame/175307,175307,Love Letter: Adventure Time,2,4,20,20,20,1.0667,2015,10,7.24652,6.27479,1790,3847,Seiji Kanai
1691,https://boardgamegeek.com/boardgame/180020,180020,Virus!,2,6,20,20,20,1.0444,2015,8,6.73321,6.27421,5332,10714,"Domingo Cabrero, Carlos López, Santi Santisteban"
1692,https://boardgamegeek.com/boardgame/301716,301716,Glasgow,2,2,30,30,30,2.0667,2020,10,7.16601,6.27418,1697,3924,Mandela Fernandez-Grandon
1693,https://boardgamegeek.com/boardgame/282414,282414,Pharaon,1,5,75,30,75,2.7342,2019,12,7.39442,6.27363,1414,2362,"Henri Pym, Sylas"
1694,https://boardgamegeek.com/boardgame/248861,248861,Metro X,1,6,20,20,20,1.7619,2018,8,7.1374,6.27283,1725,3234,Hisashi Hayashi
1695,https://boardgamegeek.com/boardgame/359970,359970,Challengers!,1,8,45,45,45,1.9167,2022,8,7.27407,6.27226,1633,2550,"Johannes Krenner, Markus Slawitscheck"
1696,https://boardgamegeek.com/boardgame/295262,295262,Sniper Elite: The Board Game,1,4,70,40,70,2.4211,2022,16,7.91264,6.2705,984,2448,"Roger Tankersley, David Thompson (I)"
1697,https://boardgamegeek.com/boardgame/361,361,Hare & Tortoise,2,6,45,45,45,1.9337,1973,8,6.62423,6.26987,4639,7061,David Parlett
1698,https://boardgamegeek.com/boardgame/354570,354570,Undaunted: Stalingrad,2,2,60,45,60,2.4545,2022,14,8.83315,6.27367,711,2474,"Trevor Benjamin, David Thompson (I)"
1699,https://boardgamegeek.com/boardgame/54137,54137,Battle Sheep,2,4,15,15,15,1.4759,2010,7,6.61496,6.2695,4873,6075,Francesco Rotta
1700,https://boardgamegeek.com/boardgame/280136,280136,Paranormal Detectives,2,6,50,30,50,1.6842,2019,12,7.02294,6.26953,2179,4473,"Szymon Maliński, Adrian Orzechowski, Marcin Łączyński"
1701,https://boardgamegeek.com/boardgame/67877,67877,Anomia,3,6,30,30,30,1.0451,2010,10,6.68337,6.26922,4354,7995,Andrew Innes
1702,https://boardgamegeek.com/boardgame/316786,316786,Tabannusi: Builders of Ur,1,4,120,120,120,3.8723,2021,14,7.4146,6.26951,1362,3113,"David Spada, Daniele Tascini"
1703,https://boardgamegeek.com/boardgame/325555,325555,Cantaloop: Book 1 – Breaking into Prison,1,4,720,300,720,2.1,2020,16,7.53239,6.26843,1168,2822,"Friedemann Findeisen, Grzegorz Kobiela"
1704,https://boardgamegeek.com/boardgame/138233,138233,Ascension: Rise of Vigil,2,4,30,30,30,2.2676,2013,13,7.1643,6.26857,1750,3368,Justin Gary
1705,https://boardgamegeek.com/boardgame/38718,38718,Normandy '44,2,3,420,420,420,3.3684,2010,0,7.89686,6.26965,1010,3063,Mark Simonitch
1706,https://boardgamegeek.com/boardgame/171011,171011,Favor of the Pharaoh,2,4,45,45,45,2,2015,13,6.79525,6.2682,2923,4063,Thomas Lehmann
1707,https://boardgamegeek.com/boardgame/123499,123499,City of Iron,2,4,120,120,120,3.2314,2013,13,7.16703,6.26806,1683,2246,Ryan Laukat
1708,https://boardgamegeek.com/boardgame/244513,244513,ICECOOL2,2,4,30,30,30,1.08,2018,6,7.18156,6.26805,1641,3955,Brian Gomez
1709,https://boardgamegeek.com/boardgame/43868,43868,The Adventurers: The Temple of Chac,2,6,45,45,45,1.6568,2009,10,6.6046,6.26764,4802,5697,"Guillaume Blossier, Frédéric Henry"
1710,https://boardgamegeek.com/boardgame/811,811,Rummikub,2,4,60,60,60,1.7211,1977,8,6.44095,6.26764,16932,35378,Ephraim Hertzano
1711,https://boardgamegeek.com/boardgame/325698,325698,Juicy Fruits,1,4,50,20,50,2,2021,8,7.10297,6.26735,1797,3516,Christian Stöhr
1712,https://boardgamegeek.com/boardgame/123239,123239,Wits & Wagers Party,4,18,25,25,25,1.1176,2012,8,6.90385,6.2672,2414,5742,Dominic Crapuchettes
1713,https://boardgamegeek.com/boardgame/21920,21920,Leonardo da Vinci,2,5,90,90,90,3.1843,2006,12,6.72769,6.26699,3424,4674,"Acchittocca, Flaminia Brasini, Virginio Gigli, Stefano Luperto, Antonio Tinto"
1714,https://boardgamegeek.com/boardgame/182189,182189,Treasure Hunter,2,6,40,40,40,1.8762,2015,8,6.76715,6.26629,3094,5091,Richard Garfield
1715,https://boardgamegeek.com/boardgame/24310,24310,The Red Dragon Inn,2,4,45,45,45,1.6614,2007,13,6.56543,6.26544,8230,13843,"Cliff Bohm, Geoff Bottone, Colleen Skadl"
1716,https://boardgamegeek.com/boardgame/352697,352697,Resist!,1,1,40,20,40,2.119,2022,10,7.71442,6.2675,1094,3369,"Trevor Benjamin, Roger Tankersley, David Thompson (I)"
1717,https://boardgamegeek.com/boardgame/46396,46396,Ubongo 3D,2,4,30,30,30,1.9457,2009,10,7.08543,6.26455,1852,2487,Grzegorz Rejchtman
1718,https://boardgamegeek.com/boardgame/103092,103092,Helvetia,2,4,90,90,90,3.0548,2011,12,6.98358,6.26385,2043,2193,Matthias Cramer
1719,https://boardgamegeek.com/boardgame/111417,111417,The Great Heartland Hauling Co.,2,4,30,30,30,1.8362,2013,10,6.85534,6.26301,2558,4102,Jason Kotarski
1720,https://boardgamegeek.com/boardgame/251551,251551,Dale of Merchants Collection,2,4,60,20,60,2.3103,2019,10,7.84037,6.2629,985,2710,Sami Laakso
1721,https://boardgamegeek.com/boardgame/274841,274841,Cóatl,1,4,60,30,60,2.0154,2020,10,6.99028,6.26305,2335,4689,"Pascale Brassard, Etienne Dubois-Roy"
1722,https://boardgamegeek.com/boardgame/254,254,Empires in Arms,2,7,12000,120,12000,4.4057,1983,14,7.60717,6.26219,1303,2275,"Greg Pinder, Harry Rowland"
1723,https://boardgamegeek.com/boardgame/29937,29937,König von Siam,2,4,60,30,60,2.6806,2007,12,6.903,6.26198,2256,1734,Peer Sylvester
1724,https://boardgamegeek.com/boardgame/986,986,Babel,2,2,60,45,60,2.4051,2000,12,6.65005,6.2616,4025,6537,"Hagen Dorgathen, Uwe Rosenberg"
1725,https://boardgamegeek.com/boardgame/172996,172996,The King Is Dead,2,4,50,30,50,2.5082,2015,12,7.11882,6.26123,1751,2196,Peer Sylvester
1726,https://boardgamegeek.com/boardgame/237,237,Wooden Ships & Iron Men,2,2,300,60,300,3.1025,1974,12,7.06279,6.26121,2069,4291,S. Craig Taylor
1727,https://boardgamegeek.com/boardgame/157413,157413,New Bedford,1,4,60,30,60,2.3617,2016,12,7.0615,6.26119,1948,3667,Nathaniel Levan
1728,https://boardgamegeek.com/boardgame/163805,163805,Transatlantic,2,4,120,60,120,3.0714,2017,12,7.03934,6.26047,1922,2369,Mac Gerdts
1729,https://boardgamegeek.com/boardgame/142079,142079,Space Cadets: Dice Duel,4,8,30,30,30,2.0882,2013,12,6.75003,6.26046,3024,4973,"Geoff Engelstein, Sydney Engelstein"
1730,https://boardgamegeek.com/boardgame/12750,12750,1860: Railways on the Isle of Wight,2,4,240,180,240,4.0886,2004,14,7.91096,6.26018,871,1763,Mike Hutton
1731,https://boardgamegeek.com/boardgame/13308,13308,Niagara,3,5,45,30,45,1.8365,2004,8,6.46263,6.25976,8558,10507,Thomas Liesching
1732,https://boardgamegeek.com/boardgame/329873,329873,GROVE: A 9 card solitaire game,1,1,10,5,10,1.4667,2021,8,7.79477,6.26125,1003,2985,Mark Tuck
1733,https://boardgamegeek.com/boardgame/220792,220792,The Expanse Board Game,2,4,60,60,60,2.7755,2017,14,7.18127,6.25908,1640,3014,Geoff Engelstein
1734,https://boardgamegeek.com/boardgame/4636,4636,Clans,2,4,30,30,30,2.026,2002,10,6.5631,6.25869,5088,5157,Leo Colovini
1735,https://boardgamegeek.com/boardgame/267271,267271,Egizia: Shifting Sands,2,4,90,90,90,2.8333,2019,14,7.51966,6.25852,1162,2238,"Acchittocca, Flaminia Brasini, Virginio Gigli, Stefano Luperto, Antonio Tinto"
1736,https://boardgamegeek.com/boardgame/332944,332944,Sobek: 2 Players,2,2,20,20,20,1.925,2021,10,7.19537,6.25988,1648,3176,"Bruno Cathala, Sébastien Pauchon"
1737,https://boardgamegeek.com/boardgame/210274,210274,Petrichor,1,4,80,20,80,3.0119,2018,14,6.93769,6.25786,2286,4931,David Chircop
1738,https://boardgamegeek.com/boardgame/139771,139771,Star Trek: Attack Wing,2,99,60,60,60,2.7153,2013,14,7.50104,6.25768,1903,3453,"Christopher Guild, Andrew Parks"
1739,https://boardgamegeek.com/boardgame/180199,180199,"Colonial Twilight: The French-Algerian War, 1954-62",1,2,300,90,300,3.8451,2017,12,7.71526,6.25684,1069,3008,Brian Train
1740,https://boardgamegeek.com/boardgame/136280,136280,La Boca,3,6,40,40,40,1.3626,2013,8,6.97064,6.25739,2064,2308,"Inka Brand, Markus Brand"
1741,https://boardgamegeek.com/boardgame/143185,143185,Smash Up: The Obligatory Cthulhu Set,2,2,45,30,45,2.1765,2013,12,6.72933,6.25699,3501,11161,Paul Peterson
1742,https://boardgamegeek.com/boardgame/8190,8190,The Bridges of Shangri-La,3,4,60,60,60,2.7265,2003,10,6.84223,6.25665,2539,3586,Leo Colovini
1743,https://boardgamegeek.com/boardgame/107255,107255,Evo (Second Edition),2,5,60,60,60,2.365,2011,14,6.93343,6.25659,2230,2365,Philippe Keyaerts
1744,https://boardgamegeek.com/boardgame/328326,328326,Fleet: The Dice Game (Second Edition),1,4,45,30,45,2.1538,2020,8,7.86716,6.25673,909,2136,"Ben Pinchback, Matt Riddle"
1745,https://boardgamegeek.com/boardgame/259081,259081,Machi Koro Legacy,2,4,45,30,45,1.925,2019,10,6.93249,6.25618,2189,5652,"Rob Daviau, JR Honeycutt, Masao Suganuma"
1746,https://boardgamegeek.com/boardgame/22348,22348,Duplik,3,10,45,45,45,1.2182,2005,12,6.96877,6.25592,2191,3609,"William Jacobson, Amanda Kohout"
1747,https://boardgamegeek.com/boardgame/2251,2251,Strat-O-Matic Baseball,1,2,45,45,45,2.3714,1962,11,7.829,6.25592,1166,1758,Hal Richman
1748,https://boardgamegeek.com/boardgame/145189,145189,Timeline: Music & Cinema,2,8,15,15,15,1.093,2013,8,6.72063,6.25579,3407,6599,Frédéric Henry
1749,https://boardgamegeek.com/boardgame/15511,15511,Fjords,2,2,30,30,30,1.7188,2005,8,6.74514,6.25556,3131,3532,Franz-Benno Delonge
1750,https://boardgamegeek.com/boardgame/2808,2808,The Russian Campaign,2,2,360,360,360,2.8462,1974,12,7.33411,6.25552,1515,3182,John Edwards
1751,https://boardgamegeek.com/boardgame/175293,175293,Trambahn,2,2,45,30,45,1.8041,2015,8,6.94437,6.2549,2148,3725,Helmut Ohley
1752,https://boardgamegeek.com/boardgame/269752,269752,Noctiluca,1,4,30,30,30,1.3269,2019,8,7.11858,6.25448,1765,3368,Shem Phillips
1753,https://boardgamegeek.com/boardgame/32125,32125,Felicity: The Cat in the Sack,3,5,20,20,20,1.3962,2007,8,6.56549,6.25494,4938,5811,Friedemann Friese
1754,https://boardgamegeek.com/boardgame/5072,5072,Carrom,2,4,60,60,60,1.4603,0,6,7.07874,6.25395,1798,2032,(Uncredited)
1755,https://boardgamegeek.com/boardgame/273703,273703,Altar Quest,1,4,90,30,90,3.3735,2020,14,7.7196,6.25351,1171,2716,"Adam Sadler, Brady Sadler"
1756,https://boardgamegeek.com/boardgame/269968,269968,Exit: The Game – The Haunted Roller Coaster,1,4,90,45,90,2.04,2019,10,7.16479,6.25273,1632,3395,"Inka Brand, Markus Brand"
1757,https://boardgamegeek.com/boardgame/350736,350736,Voyages,1,100,30,20,30,1.8333,2021,0,7.48632,6.25258,1276,3427,"Matthew Dunstan, Rory Muldoon"
1758,https://boardgamegeek.com/boardgame/282853,282853,Catan: Starfarers,3,4,120,120,120,2.5,2019,14,7.61895,6.25273,1181,3456,Klaus Teuber
1759,https://boardgamegeek.com/boardgame/241831,241831,Reykholt,1,4,60,30,60,2.1519,2018,12,6.71184,6.25198,3386,6167,Uwe Rosenberg
1760,https://boardgamegeek.com/boardgame/35435,35435,Nefertiti,3,4,45,45,45,2.3567,2008,10,6.9886,6.2516,1980,2060,"Jacques Bariot, Thomas Cauët, Guillaume Montiage"
1761,https://boardgamegeek.com/boardgame/169611,169611,Love Letter: The Hobbit – The Battle of the Five Armies,2,4,30,20,30,1.2667,2015,8,7.1123,6.25097,1813,3521,Seiji Kanai
1762,https://boardgamegeek.com/boardgame/2393,2393,Xiangqi,2,2,60,60,60,3.5744,762,8,7.11963,6.25068,2057,3132,(Uncredited)
1763,https://boardgamegeek.com/boardgame/122842,122842,Exodus: Proxima Centauri,2,6,180,180,180,3.5981,2012,14,7.1547,6.25054,1692,3231,"Agnieszka Kopera, Andrei Novac"
1764,https://boardgamegeek.com/boardgame/363247,363247,Azul: Master Chocolatier,2,4,45,30,45,1.7083,2022,8,7.95389,6.25161,900,2739,Michael Kiesling
1765,https://boardgamegeek.com/boardgame/180592,180592,Steam Time,2,4,90,90,90,2.9508,2015,12,7.08821,6.24974,1753,3135,Rüdiger Dorn
1766,https://boardgamegeek.com/boardgame/70,70,Big City,2,5,60,60,60,2.2154,1999,10,6.85797,6.25009,2434,2650,Franz-Benno Delonge
1767,https://boardgamegeek.com/boardgame/275044,275044,Glow,2,4,45,45,45,2.0182,2021,10,7.03557,6.25029,2065,3778,Cédrick Chaboussit
1768,https://boardgamegeek.com/boardgame/183284,183284,Factory Funner,1,6,40,20,40,2.3448,2016,11,7.21295,6.24979,1481,3242,Corné van Moorsel
1769,https://boardgamegeek.com/boardgame/57660,57660,Time's Up! Edición Azul,4,12,45,45,45,1.2281,2006,12,7.35647,6.24934,1296,2083,Peter Sarrett
1770,https://boardgamegeek.com/boardgame/266083,266083,L.L.A.M.A.,2,6,20,20,20,1.0547,2019,8,6.47964,6.24918,7238,12009,Reiner Knizia
1771,https://boardgamegeek.com/boardgame/248125,248125,Monumental,1,4,120,90,120,2.7959,2020,14,7.60431,6.24894,1296,2134,Matthew Dunstan
1772,https://boardgamegeek.com/boardgame/198487,198487,Smash Up: Cease and Desist,2,2,45,45,45,2.3333,2016,12,7.42394,6.24882,1338,5573,Paul Peterson
1773,https://boardgamegeek.com/boardgame/4396,4396,Odin's Ravens,2,2,30,30,30,1.6787,2002,10,6.66225,6.24853,3800,5083,Thorsten Gimmler
1774,https://boardgamegeek.com/boardgame/146816,146816,Sanssouci,2,4,45,30,45,2.1231,2013,8,7.1347,6.24799,1682,2633,Michael Kiesling
1775,https://boardgamegeek.com/boardgame/27627,27627,Talisman: Revised 4th Edition,2,6,90,90,90,2.1784,2007,13,6.51208,6.24775,14916,23123,"John Goodenough, Robert Harris"
1776,https://boardgamegeek.com/boardgame/104955,104955,Antike Duellum,2,2,75,75,75,2.877,2012,13,7.07445,6.24764,1793,2337,Mac Gerdts
1777,https://boardgamegeek.com/boardgame/272427,272427,Terramara,2,4,120,120,120,3.4386,2019,12,7.3171,6.24691,1412,1935,"Acchittocca, Flaminia Brasini, Virginio Gigli, Stefano Luperto, Antonio Tinto"
1778,https://boardgamegeek.com/boardgame/235375,235375,Spirits of the Forest,1,4,20,20,20,1.3623,2018,14,6.83131,6.2467,2741,6085,Michael Schacht
1779,https://boardgamegeek.com/boardgame/91984,91984,Québec,2,5,75,75,75,2.9848,2011,13,7.13665,6.24688,1618,2266,"Philippe Beaudoin, Pierre Poissant-Marquis"
1780,https://boardgamegeek.com/boardgame/175549,175549,Salem 1692,4,12,35,25,35,2,2015,12,7.08145,6.2463,2176,7398,Travis Hancock
1781,https://boardgamegeek.com/boardgame/41010,41010,My First Carcassonne,2,4,20,10,20,1.1296,2009,4,6.67294,6.2462,4021,8150,Marco Teubner
1782,https://boardgamegeek.com/boardgame/230305,230305,Unlock!: Mystery Adventures – The Tonipal's Treasure,1,6,60,60,60,2.4762,2017,10,6.98579,6.24546,1921,3731,"Vincent Goyat, Sébastien Pauchon"
1783,https://boardgamegeek.com/boardgame/112138,112138,Krosmaster: Arena,2,4,60,45,60,2.6778,2012,14,6.71762,6.24403,3675,7556,"Murat Célébi, Nicolas Degouy, TOT"
1784,https://boardgamegeek.com/boardgame/38386,38386,A Castle for All Seasons,2,4,60,60,60,2.7855,2008,10,6.72808,6.24402,3063,3464,"Inka Brand, Markus Brand"
1785,https://boardgamegeek.com/boardgame/124172,124172,Tsuro of the Seas,2,8,40,20,40,1.4279,2012,8,6.52375,6.24389,6399,11976,"Tom McMurchie, Jordan Weisman"
1786,https://boardgamegeek.com/boardgame/157096,157096,Historia,1,6,120,120,120,3.0886,2014,12,6.86687,6.24376,2394,3039,Marco Pranzo
